date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T13:00:00,2459459.042,-20.36,-17.065,0.086,3.296,2.299,0.002,2.3,9.412,0.097,-0.011,1.847,0.453,1.847,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T14:00:00,2459459.083,-20.818,-17.471,0.087,3.347,2.303,0.002,2.304,9.399,0.099,-0.011,1.843,0.461,1.843,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T15:00:00,2459459.125,-21.452,-18.23,0.087,3.222,2.298,0.002,2.3,9.327,0.098,-0.012,1.841,0.459,1.841,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T16:00:00,2459459.167,-22.149,-18.645,0.102,3.504,2.293,0.002,2.295,9.222,0.113,-0.011,1.858,0.437,1.858,0.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T17:00:00,2459459.208,-23.423,-19.947,0.114,3.476,2.271,0.002,2.272,9.121,0.122,-0.008,1.825,0.447,1.825,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T18:00:00,2459459.25,-23.883,-20.278,0.116,3.606,2.309,0.001,2.31,9.817,0.124,-0.008,1.873,0.437,1.873,0.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T19:00:00,2459459.292,-26.211,-22.696,0.123,3.515,2.242,0.001,2.244,9.063,0.129,-0.006,1.822,0.421,1.822,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T20:00:00,2459459.333,-26.028,-22.523,0.143,3.505,2.208,0.001,2.21,9.086,0.147,-0.004,1.783,0.426,1.783,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T21:00:00,2459459.375,-27.445,-24.117,0.159,3.328,2.186,0.001,2.187,9.167,0.159,0,1.761,0.426,1.761,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T22:00:00,2459459.417,-25.466,-22.25,0.165,3.216,2.16,0.001,2.161,9.228,0.163,0.001,1.737,0.424,1.737,0.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01T23:00:00,2459459.458,-22.58,-19.49,0.172,3.09,2.142,0.001,2.143,9.3,0.169,0.003,1.729,0.414,1.729,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T00:00:00,2459459.5,-21.726,-18.799,0.17,2.927,2.132,0.001,2.133,9.363,0.168,0.003,1.707,0.426,1.707,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T01:00:00,2459459.542,-20.538,-17.612,0.171,2.926,2.129,0.001,2.13,9.353,0.168,0.003,1.71,0.42,1.71,0.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T02:00:00,2459459.583,-22.034,-18.986,0.171,3.048,2.114,0.001,2.115,9.312,0.165,0.006,1.713,0.402,1.713,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T03:00:00,2459459.625,-26.026,-22.825,0.168,3.201,2.113,0.001,2.115,9.239,0.16,0.008,1.73,0.385,1.73,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T04:00:00,2459459.667,-26.278,-23.057,0.164,3.221,2.132,0.001,2.133,9.176,0.156,0.008,1.749,0.384,1.749,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T05:00:00,2459459.708,-27.801,-24.294,0.16,3.508,2.155,0.002,2.157,9.095,0.148,0.012,1.767,0.39,1.767,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T06:00:00,2459459.75,-24.82,-21.156,0.149,3.664,2.207,0.002,2.209,9.677,0.135,0.014,1.815,0.393,1.815,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T07:00:00,2459459.792,-25.184,-21.496,0.143,3.688,2.151,0.002,2.153,8.938,0.129,0.014,1.755,0.397,1.755,0.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T08:00:00,2459459.833,-24.299,-20.653,0.126,3.646,2.16,0.002,2.162,8.936,0.112,0.014,1.753,0.409,1.753,0.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T09:00:00,2459459.875,-21.644,-18.022,0.104,3.622,2.182,0.003,2.185,8.986,0.086,0.018,1.782,0.403,1.782,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T10:00:00,2459459.917,-23.964,-20.424,0.097,3.539,2.178,0.002,2.181,9.085,0.08,0.017,1.795,0.386,1.795,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T11:00:00,2459459.958,-20.209,-16.509,0.096,3.7,2.172,0.003,2.174,9.164,0.077,0.019,1.785,0.389,1.785,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T12:00:00,2459460,-20.012,-16.495,0.086,3.516,2.187,0.003,2.19,9.242,0.066,0.02,1.794,0.396,1.794,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T13:00:00,2459460.042,-19.521,-15.935,0.093,3.586,2.174,0.003,2.177,9.288,0.072,0.021,1.79,0.386,1.79,0.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T14:00:00,2459460.083,-18.697,-15.106,0.098,3.591,2.188,0.003,2.191,9.289,0.077,0.021,1.803,0.387,1.803,0.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T15:00:00,2459460.125,-22.27,-18.586,0.099,3.684,2.171,0.003,2.174,9.211,0.078,0.021,1.79,0.384,1.79,0.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T16:00:00,2459460.167,-22.149,-18.412,0.107,3.736,2.163,0.003,2.167,9.096,0.085,0.022,1.783,0.383,1.783,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T17:00:00,2459460.208,-23.031,-19.168,0.116,3.863,2.153,0.003,2.156,8.984,0.094,0.021,1.768,0.388,1.768,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T18:00:00,2459460.25,-22.772,-18.905,0.12,3.867,2.212,0.003,2.215,9.742,0.098,0.021,1.821,0.394,1.821,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T19:00:00,2459460.292,-23.165,-19.262,0.124,3.903,2.14,0.003,2.143,8.939,0.103,0.021,1.761,0.382,1.761,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T20:00:00,2459460.333,-25.009,-21.208,0.132,3.801,2.111,0.003,2.114,8.99,0.112,0.02,1.727,0.388,1.727,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T21:00:00,2459460.375,-25.736,-22.146,0.14,3.59,2.098,0.003,2.101,9.089,0.118,0.021,1.704,0.397,1.704,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T22:00:00,2459460.417,-23.595,-20.175,0.136,3.42,2.086,0.003,2.089,9.171,0.115,0.021,1.697,0.392,1.697,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02T23:00:00,2459460.458,-23.73,-20.433,0.145,3.297,2.071,0.003,2.074,9.242,0.124,0.021,1.691,0.383,1.691,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
