date_obs,date_jd,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,rv_model
2016-05-09T18:00:00,2457518.25,-31.106,-21.109,0.204,9.997,3.278,0.01,3.288,10.478,0.185,0.019,112.26417
2016-05-09T18:02:00,2457518.251,-30.55,-20.557,0.207,9.993,3.272,0.01,3.282,10.452,0.186,0.021,112.26717
2016-05-09T18:04:00,2457518.253,-29.075,-18.965,0.209,10.109,3.262,0.01,3.272,10.449,0.189,0.02,112.37953
2016-05-09T18:06:00,2457518.254,-28.609,-18.69,0.198,9.919,3.272,0.01,3.281,10.461,0.178,0.02,112.17819
2016-05-09T18:08:00,2457518.256,-30.232,-20.316,0.199,9.917,3.263,0.01,3.273,10.463,0.178,0.021,112.17857
2016-05-09T18:10:00,2457518.257,-28.45,-18.324,0.202,10.127,3.266,0.01,3.276,10.464,0.179,0.023,112.38059
2016-05-09T18:12:00,2457518.258,-28.836,-18.958,0.214,9.878,3.264,0.01,3.274,10.447,0.191,0.023,112.1759
2016-05-09T18:14:00,2457518.26,-29.445,-19.445,0.216,10,3.258,0.01,3.268,10.451,0.193,0.024,112.29384
2016-05-09T18:16:00,2457518.261,-28.919,-18.968,0.205,9.951,3.264,0.01,3.273,10.447,0.181,0.023,112.22363
2016-05-09T18:18:00,2457518.263,-28.315,-18.544,0.21,9.771,3.261,0.01,3.271,10.454,0.185,0.025,112.06743
2016-05-09T18:20:00,2457518.264,-30.024,-19.89,0.214,10.134,3.255,0.01,3.265,10.433,0.19,0.024,112.41398
2016-05-09T18:22:00,2457518.265,-28.442,-18.555,0.223,9.887,3.251,0.01,3.26,10.436,0.198,0.025,112.20443
2016-05-09T18:24:00,2457518.267,-29.542,-19.628,0.214,9.914,3.262,0.01,3.272,10.443,0.188,0.026,112.20938
2016-05-09T18:26:00,2457518.268,-29.282,-19.294,0.216,9.988,3.258,0.009,3.268,10.456,0.19,0.026,112.28268
2016-05-09T18:28:00,2457518.269,-29.353,-19.374,0.224,9.98,3.264,0.01,3.273,10.462,0.197,0.026,112.29316
2016-05-09T18:30:00,2457518.271,-28.747,-18.604,0.224,10.143,3.264,0.009,3.274,10.464,0.199,0.026,112.44475
2016-05-09T18:32:00,2457518.272,-29.627,-19.817,0.212,9.81,3.263,0.009,3.272,10.471,0.184,0.027,112.10818
2016-05-09T18:34:00,2457518.274,-28.603,-18.583,0.22,10.02,3.252,0.009,3.261,10.463,0.192,0.027,112.3214
2016-05-09T18:36:00,2457518.275,-29.828,-19.696,0.22,10.132,3.261,0.008,3.269,10.454,0.191,0.029,112.42556
2016-05-09T18:38:00,2457518.276,-28.568,-18.75,0.224,9.817,3.262,0.007,3.269,10.468,0.194,0.03,112.14157
2016-05-09T18:40:00,2457518.278,-29.269,-19.149,0.222,10.12,3.261,0.007,3.268,10.476,0.192,0.03,112.41888
2016-05-09T18:42:00,2457518.279,-29.161,-19.216,0.213,9.946,3.264,0.007,3.271,10.488,0.182,0.03,112.2369
2016-05-09T18:44:00,2457518.281,-30.863,-20.911,0.22,9.952,3.258,0.007,3.265,10.466,0.19,0.03,112.25816
2016-05-09T18:46:00,2457518.282,-28.352,-18.215,0.219,10.137,3.262,0.007,3.269,10.458,0.189,0.03,112.42797
2016-05-09T18:48:00,2457518.283,-30.732,-20.918,0.216,9.815,3.256,0.007,3.264,10.481,0.187,0.029,112.12179
2016-05-09T18:50:00,2457518.285,-28.568,-18.492,0.22,10.076,3.252,0.007,3.259,10.478,0.191,0.029,112.37348
2016-05-09T18:52:00,2457518.286,-30.821,-20.908,0.221,9.913,3.253,0.007,3.26,10.457,0.192,0.029,112.22413
2016-05-09T18:54:00,2457518.288,-29.419,-19.427,0.223,9.992,3.262,0.007,3.27,10.501,0.193,0.03,112.30208
2016-05-09T18:56:00,2457518.289,-29.86,-19.811,0.223,10.049,3.262,0.007,3.269,10.475,0.194,0.029,112.35509
2016-05-09T18:58:00,2457518.29,-30.962,-21.02,0.226,9.942,3.255,0.007,3.262,10.478,0.196,0.029,112.2623
