date_obs,date_jd,rv_model,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,quiet_flux,ar_flux,conv_flux
2018-11-18T12:00:00,2458441,99.983651,-24.916,-21.92,-0.019,2.996,1.669,0.001,1.67,8.275,-0.013,-0.006,1.595,0.075,1.595,0.074,7.186,67.865,174.932
2018-11-19T12:00:00,2458442,99.774226,-21.086,-18.378,0.016,2.708,1.575,0,1.575,8.125,0.016,0,1.541,0.034,1.541,0.034,7.149,64.674,145.79
2018-11-20T12:00:00,2458443,99.770479,-22.947,-20.153,-0.026,2.794,1.53,0,1.53,8.078,-0.026,0,1.517,0.014,1.517,0.014,7.144,63.665,104.284
2018-11-22T12:00:00,2458445,99.8012695,-20.701,-17.851,-0.038,2.851,1.592,0,1.592,8.134,-0.038,0,1.584,0.008,1.584,0.008,7.147,64.664,102.085
2018-11-24T12:00:00,2458447,100.19377,-21.057,-17.845,-0.02,3.212,1.646,0,1.646,8.251,-0.02,0,1.564,0.081,1.564,0.081,7.127,70.094,163.159
2018-11-25T12:00:00,2458448,100.2406885,-21.249,-17.97,-0.029,3.279,1.715,0,1.715,8.328,-0.029,0,1.61,0.104,1.61,0.104,7.148,70.418,149.682
2018-11-26T12:00:00,2458449,100.2128455,-22.818,-19.593,-0.017,3.225,1.661,0,1.661,8.267,-0.017,0,1.606,0.055,1.606,0.055,7.155,68.741,150.751
2018-11-27T12:00:00,2458450,100.092406,-22.755,-19.66,-0.014,3.096,1.647,0,1.647,8.226,-0.014,0,1.601,0.046,1.601,0.046,7.156,67.06,134.412
2018-11-28T12:00:00,2458451,99.8817125,-24.116,-21.243,-0.01,2.873,1.619,0,1.619,8.184,-0.01,0,1.58,0.038,1.58,0.038,7.168,65.203,103.801
2018-11-29T12:00:00,2458452,99.8981735,-22.34,-19.431,-0.019,2.909,1.58,0,1.58,8.126,-0.019,0,1.566,0.013,1.566,0.013,7.145,64.624,128.544
2018-11-30T12:00:00,2458453,99.7291835,-22.717,-19.98,-0.019,2.737,1.549,0,1.549,8.126,-0.019,0,1.545,0.004,1.545,0.004,7.183,63.676,158.508
2018-12-01T12:00:00,2458454,99.927482,-21.703,-18.776,-0.013,2.926,1.514,0,1.514,8.042,-0.013,0,1.514,0,1.514,0,7.125,63.371,
2018-12-02T12:00:00,2458455,99.7586585,-21.693,-18.925,-0.019,2.767,1.519,0,1.519,8.062,-0.019,0,1.519,0,1.519,0,7.136,63.465,
2018-12-03T12:00:00,2458456,99.856803,-21.407,-18.522,-0.027,2.884,1.527,0,1.527,8.097,-0.027,0,1.523,0.005,1.523,0.005,7.159,63.872,98.29
2018-12-04T12:00:00,2458457,99.8676105,-22.259,-19.365,-0.027,2.895,1.559,0,1.559,8.117,-0.027,0,1.549,0.01,1.549,0.01,7.158,64.021,105.343
2018-12-05T12:00:00,2458458,99.900896,-20.953,-17.945,-0.064,3.008,1.676,0.002,1.677,8.299,-0.054,-0.01,1.581,0.096,1.581,0.095,7.146,70.866,192.965
2018-12-07T12:00:00,2458460,99.9083455,-22.09,-19.207,-0.002,2.883,1.639,0,1.639,8.25,-0.001,-0.002,1.578,0.061,1.578,0.06,7.196,67.326,168.976
2018-12-08T12:00:00,2458461,100.045654,-22.015,-18.973,-0.011,3.042,1.657,0,1.657,8.231,-0.011,0,1.633,0.023,1.633,0.023,7.175,66.14,153.097
2018-12-10T12:00:00,2458463,100.011358,-22.509,-19.457,-0.032,3.052,1.623,0,1.623,8.198,-0.032,0,1.594,0.029,1.594,0.029,7.177,65.411,113.911
2018-12-11T12:00:00,2458464,100.0618735,-22.588,-19.49,-0.029,3.097,1.637,0,1.637,8.23,-0.029,0,1.573,0.065,1.573,0.065,7.167,67.229,138.786
2018-12-12T12:00:00,2458465,100.1834315,-22.862,-19.637,-0.031,3.225,1.662,0,1.662,8.25,-0.031,0,1.587,0.075,1.587,0.075,7.145,68.529,136.043
2018-12-16T12:00:00,2458469,99.8943045,-22.156,-19.221,-0.033,2.935,1.64,0,1.64,8.222,-0.033,0,1.576,0.064,1.576,0.064,7.164,66.996,137.846
2018-12-17T12:00:00,2458470,100.0267145,-22.882,-19.854,-0.013,3.027,1.605,0,1.605,8.186,-0.013,0,1.528,0.077,1.528,0.077,7.147,67.066,134.908
2018-12-18T12:00:00,2458471,99.9251395,-22.514,-19.569,-0.023,2.945,1.6,0,1.6,8.182,-0.023,0,1.534,0.065,1.534,0.065,7.152,66.742,142.955
2018-12-19T12:00:00,2458472,99.8980985,-22.511,-19.57,-0.034,2.941,1.607,0,1.607,8.174,-0.034,0,1.547,0.06,1.547,0.06,7.138,66.736,136.358
2018-12-20T12:00:00,2458473,99.9529825,-22.485,-19.486,-0.035,2.999,1.604,0,1.604,8.18,-0.035,0,1.565,0.038,1.565,0.038,7.168,65.613,141.737
2018-12-21T12:00:00,2458474,99.960404,-21.207,-18.209,-0.031,2.998,1.605,0,1.605,8.145,-0.031,0,1.581,0.024,1.581,0.024,7.143,64.912,133.905
2018-12-22T12:00:00,2458475,99.8938355,-20.743,-17.832,-0.022,2.911,1.613,0,1.613,8.166,-0.022,0,1.608,0.005,1.608,0.005,7.151,65.271,107.275
2018-12-23T12:00:00,2458476,99.9071825,-19.797,-16.866,-0.025,2.931,1.584,0,1.584,8.164,-0.025,0,1.579,0.004,1.579,0.004,7.169,65.238,114.146
2018-12-24T12:00:00,2458477,99.90484,-21.701,-18.751,-0.035,2.95,1.564,0,1.564,8.123,-0.035,0,1.564,0,1.564,0,7.148,64.782,
2018-12-25T12:00:00,2458478,99.764223,-22.378,-19.493,-0.072,2.886,1.593,0,1.593,8.149,-0.072,0,1.577,0.016,1.577,0.016,7.156,65.099,110.479
2018-12-26T12:00:00,2458479,99.8591925,-22.342,-19.385,-0.06,2.957,1.648,0,1.648,8.201,-0.06,0,1.591,0.057,1.591,0.057,7.163,65.799,106.289
2018-12-26T12:00:00,2458479,99.8591925,-22.342,-19.385,-0.06,2.957,1.648,0,1.648,8.201,-0.06,0,1.591,0.057,1.591,0.057,7.163,65.799,106.289
2018-12-27T12:00:00,2458480,100.045715,-20.872,-17.8,-0.025,3.072,1.628,0,1.628,8.217,-0.025,0,1.552,0.076,1.552,0.076,7.145,68.193,137.72
2018-12-31T12:00:00,2458484,100.369185,-22.535,-19.091,-0.045,3.444,1.747,0,1.747,8.36,-0.045,0,1.635,0.111,1.635,0.111,7.183,69.222,125.228
