date_obs,date_jd,rv_model,v_quiet,v_disc,v_phot,v_conv,f_bright,f_spot,f,Bobs,vphot_bright,vphot_spot,f_small,f_large,f_network,f_plage,quiet_flux,ar_flux,conv_flux
2018-01-04T12:00:00,2458123,100.029376,-22.874,-19.778,-0.044,3.096,1.778,0.001,1.779,8.293,-0.039,-0.005,1.685,0.094,1.685,0.094,7.065,71.253,154.291
2018-01-05T12:00:00,2458124,100.171822,-21.754,-18.591,-0.008,3.164,1.759,0,1.76,8.25,-0.006,-0.002,1.668,0.091,1.668,0.091,7.066,69.482,126.784
2018-01-06T12:00:00,2458125,100.122425,-21.35,-18.232,-0.01,3.118,1.776,0,1.776,8.257,-0.009,-0.001,1.705,0.071,1.705,0.071,7.063,69.302,121.209
2018-01-07T12:00:00,2458126,100.2293065,-24.153,-20.892,-0.026,3.261,1.742,0,1.742,8.234,-0.026,0,1.677,0.066,1.677,0.066,7.063,69.115,120.928
2018-01-08T12:00:00,2458127,100.233811,-23.746,-20.474,-0.029,3.272,1.814,0.001,1.815,8.342,-0.03,0,1.733,0.082,1.733,0.081,7.083,71.208,148.452
2018-01-09T12:00:00,2458128,100.2723255,-22.9,-19.561,-0.042,3.339,1.81,0,1.81,8.35,-0.041,-0.001,1.676,0.134,1.676,0.134,7.072,72.361,140.134
2018-01-10T12:00:00,2458129,100.2102005,-21.947,-18.713,-0.022,3.233,1.811,0,1.811,8.338,-0.021,-0.001,1.686,0.125,1.686,0.125,7.068,72.02,137.642
2018-01-11T12:00:00,2458130,100.2616375,-21.859,-18.61,-0.005,3.249,1.806,0,1.806,8.32,-0.005,0,1.707,0.099,1.707,0.099,7.08,70.623,136.825
2018-01-12T12:00:00,2458131,100.313921,-22.853,-19.586,0.011,3.268,1.772,0,1.772,8.266,0.011,0,1.704,0.068,1.704,0.068,7.078,69.075,114.446
2018-01-13T12:00:00,2458132,100.2386625,-21.502,-18.255,-0.015,3.247,1.793,0,1.793,8.282,-0.015,0,1.746,0.046,1.746,0.046,7.069,69.694,121.904
2018-01-14T12:00:00,2458133,100.4712125,-22.841,-19.368,-0.01,3.473,1.881,0,1.881,8.374,-0.01,0,1.788,0.093,1.788,0.093,7.084,70.397,117.15
2018-01-15T12:00:00,2458134,100.6589755,-23.852,-20.205,-0.002,3.647,1.94,0,1.94,8.469,-0.003,0.001,1.803,0.137,1.803,0.137,7.095,72.409,125.657
2018-01-16T12:00:00,2458135,101.0192645,-23.752,-19.812,0.032,3.941,2.058,0.002,2.06,8.707,0.024,0.008,1.85,0.21,1.85,0.208,7.095,79.312,162.175
2018-01-17T12:00:00,2458136,100.965349,-23.781,-19.835,0.004,3.946,2.072,0.001,2.072,8.514,0.004,0.001,1.847,0.225,1.847,0.224,6.878,79.359,160.353
2018-01-18T12:00:00,2458137,100.91704,-23.919,-20.035,0.01,3.884,2.052,0.001,2.052,8.69,0.011,-0.001,1.815,0.238,1.815,0.237,7.106,77.958,140.236
2018-01-19T12:00:00,2458138,100.608202,-20.392,-16.848,0.022,3.544,1.984,0,1.984,8.554,0.022,0,1.809,0.175,1.809,0.175,7.09,75.085,139.887
2018-01-20T12:00:00,2458139,100.3590995,-23.248,-20.01,0.047,3.237,1.862,0,1.862,8.403,0.047,0,1.708,0.154,1.708,0.154,7.088,72.509,132.426
2018-01-21T12:00:00,2458140,100.0772275,-21.43,-18.497,0.055,2.933,1.726,0,1.726,8.229,0.055,0,1.628,0.098,1.628,0.098,7.059,69.959,126.621
2018-01-22T12:00:00,2458141,99.9341155,-20.424,-17.612,0.043,2.813,1.668,0,1.668,8.144,0.043,0,1.614,0.055,1.614,0.055,7.068,67.044,122.627
2018-01-23T12:00:00,2458142,99.874441,-22.414,-19.604,0.016,2.81,1.648,0,1.648,8.114,0.016,0,1.613,0.036,1.613,0.036,7.083,65.249,117.512
2018-01-24T12:00:00,2458143,99.7985165,-21.016,-18.28,0.014,2.737,1.592,0,1.592,8.069,0.014,0,1.557,0.035,1.557,0.035,7.059,65.9,117.884
2018-01-26T12:00:00,2458145,99.8033235,-21.907,-19.148,0.006,2.759,1.574,0,1.574,8.075,0.006,0,1.56,0.014,1.56,0.014,7.083,65.373,148.011
2018-01-27T12:00:00,2458146,99.9978585,-21.96,-19.003,0.006,2.957,1.61,0,1.61,8.09,0.006,0,1.583,0.027,1.583,0.027,7.065,65.826,121.318
2018-01-28T12:00:00,2458147,99.811486,-22.079,-19.301,0.001,2.778,1.585,0,1.585,8.055,0.001,0,1.555,0.03,1.555,0.03,7.055,65.344,112.713
2018-01-29T12:00:00,2458148,99.7090645,-20.795,-18.102,-0.008,2.693,1.595,0,1.595,8.057,-0.008,0,1.574,0.021,1.574,0.021,7.054,65.241,123.192
2018-01-30T12:00:00,2458149,99.8148415,-19.129,-16.353,0.004,2.775,1.636,0,1.636,8.145,0.003,0,1.597,0.038,1.597,0.038,7.107,65.999,136.353
2018-01-31T12:00:00,2458150,100.009543,-22.262,-19.276,-0.002,2.986,1.673,0,1.673,8.181,-0.002,0,1.62,0.053,1.62,0.053,7.083,67.952,151.192
2018-02-01T12:00:00,2458151,100.0849985,-22.306,-19.271,0.011,3.035,1.708,0,1.708,8.206,0.011,0,1.651,0.057,1.651,0.057,7.086,67.791,140.655
2018-02-02T12:00:00,2458152,100.1377815,-22.426,-19.332,0.009,3.093,1.714,0,1.714,8.221,0.009,0,1.668,0.046,1.668,0.046,7.077,68.767,176.357
2018-02-03T12:00:00,2458153,100.0974545,-21.871,-18.773,-0.013,3.099,1.699,0,1.699,8.21,-0.013,0,1.654,0.045,1.654,0.045,7.073,68.945,183.545
2018-02-04T12:00:00,2458154,99.916977,-20.813,-17.887,-0.018,2.926,1.695,0,1.695,8.191,-0.018,0,1.626,0.069,1.626,0.069,7.063,68.598,137.436
2018-02-05T12:00:00,2458155,99.9151925,-20.711,-17.836,0.005,2.875,1.721,0.002,1.723,8.246,-0.007,0.013,1.618,0.104,1.618,0.103,7.084,70.13,160.803
2018-02-06T12:00:00,2458156,100.23473,-18.946,-15.842,0.05,3.104,1.827,0.004,1.83,8.41,0.02,0.03,1.657,0.174,1.657,0.17,7.083,75.3,178.656
2018-02-07T12:00:00,2458157,100.7499795,-22.203,-18.782,0.147,3.421,1.939,0.007,1.946,8.604,0.089,0.058,1.682,0.264,1.682,0.257,7.097,79.629,177.573
2018-02-08T12:00:00,2458158,101.1731625,-21.778,-18.061,0.21,3.717,1.948,0.009,1.957,8.774,0.145,0.064,1.645,0.312,1.645,0.303,7.108,86.425,200.102
2018-02-09T12:00:00,2458159,101.5154525,-23.196,-19.013,0.155,4.183,2.018,0.01,2.028,8.93,0.109,0.046,1.67,0.359,1.67,0.349,7.082,91.491,210.213
2018-02-10T12:00:00,2458160,101.6179235,-24.593,-20.093,0.056,4.499,2.13,0.013,2.144,9.207,0.034,0.021,1.752,0.392,1.752,0.379,7.11,97.556,230.997
2018-02-11T12:00:00,2458161,101.3434335,-24.869,-20.35,-0.084,4.519,2.212,0.013,2.224,9.324,-0.061,-0.023,1.782,0.443,1.782,0.43,7.114,98.723,218.394
2018-02-12T12:00:00,2458162,100.854334,-20.661,-16.411,-0.191,4.25,2.246,0.01,2.256,9.254,-0.143,-0.048,1.79,0.466,1.79,0.455,7.112,94.779,197.372
2018-02-13T12:00:00,2458163,100.280296,-20.735,-17.127,-0.164,3.608,2.171,0.006,2.176,9.023,-0.124,-0.04,1.788,0.389,1.788,0.383,7.096,89.315,185.416
2018-02-14T12:00:00,2458164,100.2476575,-20.222,-16.891,-0.05,3.331,2.048,0.003,2.051,8.744,-0.028,-0.022,1.729,0.322,1.729,0.32,7.101,81.999,166.419
2018-02-15T12:00:00,2458165,100.1746755,-19.516,-16.533,0.078,2.983,1.921,0.001,1.922,8.488,0.089,-0.011,1.743,0.18,1.743,0.178,7.105,74.647,151.303
2018-02-16T12:00:00,2458166,99.955367,-19.066,-16.272,0.062,2.794,1.702,0,1.702,8.212,0.062,0,1.676,0.025,1.676,0.025,7.113,67.119,125.65
2018-02-17T12:00:00,2458167,99.838738,-19.836,-17.087,0.028,2.748,1.623,0,1.623,8.07,0.028,0,1.604,0.018,1.604,0.018,7.048,65.488,104.07
2018-02-18T12:00:00,2458168,99.715412,-20.502,-17.857,0.017,2.646,1.552,0,1.552,8.004,0.017,0,1.544,0.009,1.544,0.009,7.034,65.033,126.565
2018-02-19T12:00:00,2458169,99.581853,-19.779,-17.239,0.003,2.54,1.483,0,1.483,7.966,0.003,0,1.479,0.004,1.479,0.004,7.051,64.265,148.032
2018-02-20T12:00:00,2458170,99.594792,-22.397,-19.83,-0.003,2.566,1.54,0,1.54,7.976,-0.003,0,1.531,0.009,1.531,0.009,7.026,64.272,96.371
2018-02-21T12:00:00,2458171,99.710591,-19.87,-17.183,-0.004,2.686,1.521,0,1.521,7.955,-0.004,0,1.516,0.005,1.516,0.005,7.021,63.974,95.035
2018-02-22T12:00:00,2458172,99.86705,-19.57,-16.744,0.005,2.826,1.557,0,1.557,8.007,0.005,0,1.545,0.012,1.545,0.012,7.025,65.31,119.802
2018-02-23T12:00:00,2458173,99.6848795,-20.503,-17.856,0.002,2.647,1.537,0,1.537,7.999,0.002,0,1.524,0.013,1.524,0.013,7.037,64.823,98.868
2018-02-24T12:00:00,2458174,99.7100775,-20.776,-18.067,-0.015,2.709,1.546,0,1.546,7.995,-0.015,0,1.536,0.009,1.536,0.009,7.035,64.528,113.9
2018-02-25T12:00:00,2458175,99.8112445,-19.353,-16.556,-0.008,2.797,1.562,0,1.562,7.997,-0.008,0,1.544,0.018,1.544,0.018,7.016,65.068,130.965
2018-02-26T12:00:00,2458176,99.949233,-20.323,-17.377,-0.012,2.946,1.672,0.001,1.672,8.178,-0.011,-0.001,1.603,0.069,1.603,0.068,7.031,70.477,211.45
2018-02-27T12:00:00,2458177,99.874699,-18.393,-15.526,-0.011,2.868,1.638,0,1.638,8.165,-0.01,-0.001,1.552,0.087,1.552,0.086,7.042,70.477,168.804
2018-02-28T12:00:00,2458178,99.7563605,-19.118,-16.379,-0.007,2.739,1.598,0,1.599,8.084,-0.005,-0.002,1.522,0.076,1.522,0.076,7.037,67.75,141.835
2018-03-01T12:00:00,2458179,99.7179515,-18.116,-15.461,0.014,2.655,1.591,0,1.591,8.025,0.014,0,1.535,0.057,1.535,0.057,7.012,66.079,134.539
2018-03-02T12:00:00,2458180,99.6392155,-19.729,-17.152,0.013,2.577,1.537,0,1.537,7.975,0.013,0,1.516,0.022,1.516,0.022,7.014,65.067,131.193
2018-03-03T12:00:00,2458181,99.7094725,-19.155,-16.468,-0.005,2.687,1.539,0,1.539,7.964,-0.005,0,1.535,0.005,1.535,0.005,7.012,64.352,120.14
2018-03-04T12:00:00,2458182,99.63503,-19.084,-16.43,-0.025,2.654,1.561,0,1.561,7.98,-0.025,0,1.551,0.009,1.551,0.009,7.016,64.323,104.859
2018-03-05T12:00:00,2458183,99.6391125,-19.522,-16.789,-0.06,2.733,1.621,0,1.621,8.029,-0.06,0,1.591,0.03,1.591,0.03,7.016,65.154,128.356
2018-03-06T12:00:00,2458184,99.810581,-18.578,-15.694,-0.049,2.884,1.672,0,1.672,8.11,-0.049,0,1.592,0.08,1.592,0.08,7.01,68.117,131.693
2018-03-08T12:00:00,2458186,100.41846,-19.849,-16.419,-0.015,3.43,1.788,0,1.788,8.292,-0.015,0,1.609,0.179,1.609,0.179,7.017,72.647,128.422
2018-03-09T12:00:00,2458187,100.5230435,-20.216,-16.67,-0.019,3.545,1.833,0,1.833,8.332,-0.019,0,1.648,0.185,1.648,0.185,7.009,73.185,129.275
2018-03-10T12:00:00,2458188,100.45965,-21.619,-18.116,-0.03,3.504,1.872,0,1.872,8.369,-0.03,0,1.697,0.175,1.697,0.175,7.024,72.925,125.036
2018-03-11T12:00:00,2458189,100.4102225,-19.447,-16.004,-0.025,3.443,1.836,0,1.836,8.291,-0.025,0,1.701,0.135,1.701,0.135,7,71.613,118.545
2018-03-12T12:00:00,2458190,100.2999245,-19.484,-16.211,0.002,3.273,1.817,0,1.817,8.27,0.002,0,1.703,0.114,1.703,0.114,7.019,70.529,119.644
2018-03-13T12:00:00,2458191,100.1020175,-18.62,-15.619,0.035,3.001,1.772,0,1.772,8.184,0.035,0,1.687,0.085,1.687,0.085,7.004,68.75,119.942
2018-03-14T12:00:00,2458192,99.906228,-17.84,-15.034,0.033,2.806,1.683,0,1.683,8.078,0.033,0,1.664,0.02,1.664,0.02,6.983,67.354,124.308
2018-03-15T12:00:00,2458193,99.8042755,-21.017,-18.272,0.013,2.745,1.616,0,1.616,8.02,0.013,0,1.602,0.014,1.602,0.014,6.99,66.041,127.055
2018-03-16T12:00:00,2458194,99.5749755,-18.649,-16.116,0.003,2.533,1.515,0,1.515,7.879,0.003,0,1.502,0.014,1.502,0.014,6.945,64.101,113.268
2018-03-17T12:00:00,2458195,99.526969,-18.344,-15.862,0.004,2.482,1.513,0,1.513,7.91,0.005,-0.001,1.481,0.032,1.481,0.032,6.954,65.658,171.42
2018-03-18T12:00:00,2458196,99.5814145,-20.514,-17.983,0.007,2.531,1.495,0,1.495,7.893,0.007,0,1.474,0.021,1.474,0.021,6.974,64.199,162.731
2018-03-19T12:00:00,2458197,99.6552685,-17.723,-15.104,0.001,2.619,1.52,0,1.52,7.896,0.001,0,1.516,0.004,1.516,0.004,6.967,63.765,129.651
2018-03-20T12:00:00,2458198,99.691818,-18.481,-15.798,-0.012,2.684,1.537,0,1.537,7.928,-0.012,0,1.532,0.005,1.532,0.005,6.988,63.769,115.941
2018-03-21T12:00:00,2458199,99.784445,-19.356,-16.582,-0.01,2.774,1.57,0,1.57,7.948,-0.01,0,1.57,0,1.57,0,6.971,64.516,
2018-03-22T12:00:00,2458200,99.8240475,-19.242,-16.417,-0.015,2.825,1.582,0,1.582,7.954,-0.015,0,1.567,0.014,1.567,0.014,6.962,64.814,104.593
2018-03-23T12:00:00,2458201,99.810262,-19.041,-16.245,-0.008,2.796,1.59,0,1.59,7.97,-0.008,0,1.568,0.022,1.568,0.022,6.962,65.464,109.026
2018-03-24T12:00:00,2458202,99.6240255,-17.306,-14.69,-0.012,2.615,1.566,0,1.566,7.928,-0.012,0,1.557,0.01,1.557,0.01,6.941,65.13,107.582
2018-03-25T12:00:00,2458203,99.7371185,-19.84,-17.127,-0.004,2.713,1.581,0,1.581,7.952,-0.004,0,1.576,0.005,1.576,0.005,6.961,64.891,114.802
2018-03-26T12:00:00,2458204,99.6750545,-17.28,-14.642,0.002,2.637,1.543,0,1.543,7.904,0.002,0,1.53,0.013,1.53,0.013,6.953,64.045,87.575
2018-03-27T12:00:00,2458205,99.644733,-18.48,-15.876,0.003,2.604,1.512,0,1.512,7.881,0.003,0,1.509,0.003,1.509,0.003,6.939,64.589,98.572
2018-03-28T12:00:00,2458206,99.5961215,-19.152,-16.621,0.014,2.531,1.473,0,1.473,7.818,0.014,0,1.469,0.004,1.469,0.004,6.917,63.532,134.945
2018-03-29T12:00:00,2458207,99.183699,-25.317,-23.162,-0.006,2.154,1.452,0,1.452,7.774,-0.006,0,1.447,0.004,1.447,0.004,6.895,62.966,64.543
2018-03-30T12:00:00,2458208,98.967066,-23.501,-21.529,-0.024,1.972,1.454,0,1.454,7.762,-0.024,0,1.428,0.026,1.428,0.026,6.874,63.724,141.89
2018-03-31T12:00:00,2458209,98.718177,-24.891,-23.121,-0.048,1.77,1.569,0,1.569,7.91,-0.048,0,1.51,0.059,1.51,0.059,6.916,65.932,127.009
2018-04-01T12:00:00,2458210,98.582592,-23.395,-21.763,-0.048,1.632,1.586,0,1.586,7.912,-0.048,0,1.508,0.079,1.508,0.079,6.896,66.437,122.148
2018-04-02T12:00:00,2458211,98.92627,-24.009,-22.055,-0.035,1.954,1.683,0,1.683,8.013,-0.035,0,1.571,0.112,1.571,0.112,6.871,69.717,133.454
2018-04-03T12:00:00,2458212,99.2008705,-26.025,-23.829,-0.017,2.195,1.696,0,1.696,8.051,-0.017,0,1.576,0.12,1.576,0.12,6.883,70.412,126.881
2018-04-04T12:00:00,2458213,99.507108,-25.945,-23.449,-0.012,2.496,1.735,0,1.735,8.08,-0.012,0,1.626,0.109,1.626,0.109,6.889,70.021,126.353
2018-04-05T12:00:00,2458214,100.380989,-18.917,-15.523,-0.016,3.394,1.739,0,1.739,8.085,-0.016,0,1.618,0.121,1.618,0.121,6.882,70.506,120.673
2018-04-06T12:00:00,2458215,100.3726155,-19.232,-15.823,-0.027,3.409,1.765,0,1.765,8.093,-0.027,0,1.651,0.113,1.651,0.113,6.889,69.597,118.738
2018-04-07T12:00:00,2458216,100.263633,-20.309,-17.043,-0.012,3.266,1.765,0,1.765,8.065,-0.012,0,1.681,0.084,1.681,0.084,6.896,67.989,112.834
2018-04-08T12:00:00,2458217,100.0535585,-19.946,-16.944,0.011,3.003,1.709,0,1.709,7.998,0.011,0,1.676,0.033,1.676,0.033,6.873,67.743,121.192
2018-04-09T12:00:00,2458218,100.056914,-21.857,-18.857,0.014,3,1.688,0,1.688,8.014,0.014,0,1.664,0.025,1.664,0.025,6.91,67.515,136.402
2018-04-10T12:00:00,2458219,99.897749,-22.264,-19.426,0.014,2.838,1.611,0,1.611,7.925,0.014,0,1.589,0.022,1.589,0.022,6.893,66.208,124.192
2018-04-11T12:00:00,2458220,99.762089,-21.535,-18.802,-0.001,2.732,1.569,0,1.569,7.857,-0.001,0,1.558,0.011,1.558,0.011,6.871,64.984,112.781
2018-04-12T12:00:00,2458221,99.744601,-18.414,-15.672,-0.014,2.742,1.566,0,1.566,7.862,-0.015,0.001,1.531,0.035,1.531,0.035,6.859,66.389,161.304
2018-04-13T12:00:00,2458222,99.681449,-22.998,-20.316,-0.016,2.682,1.546,0,1.547,7.887,-0.016,0.001,1.484,0.063,1.484,0.063,6.869,68.065,158.686
2018-04-14T12:00:00,2458223,99.9300965,-20.739,-17.836,-0.001,2.903,1.595,0,1.595,7.941,-0.001,0,1.503,0.092,1.503,0.092,6.877,68.693,146.871
2018-04-15T12:00:00,2458224,99.968958,-20.914,-17.981,0.003,2.934,1.635,0,1.635,7.969,0.003,0,1.538,0.097,1.538,0.097,6.856,69.671,153.55
2018-04-16T12:00:00,2458225,100.1482115,-21.473,-18.347,-0.001,3.125,1.65,0,1.65,7.983,-0.001,0,1.55,0.101,1.55,0.101,6.852,70.094,142.337
2018-04-17T12:00:00,2458226,99.987037,-21.855,-18.847,-0.023,3.008,1.583,0,1.583,7.925,-0.023,0,1.5,0.083,1.5,0.083,6.858,69.101,144.167
2018-04-18T12:00:00,2458227,99.899503,-20.911,-18.037,-0.002,2.874,1.613,0,1.613,7.932,-0.002,0,1.522,0.091,1.522,0.091,6.847,68.924,143.881
2018-04-19T12:00:00,2458228,101.0650645,-21.755,-17.746,0.022,4.009,2.462,0,2.462,10.644,0.022,0,2.379,0.083,2.379,0.083,9.365,57.033,122.263
2018-04-20T12:00:00,2458229,99.743152,-19.883,-17.027,-0.068,2.856,1.67,0,1.67,7.981,-0.071,0.004,1.504,0.166,1.504,0.165,6.826,71.748,143.787
2018-04-21T12:00:00,2458230,100.0706105,-21.988,-18.865,-0.037,3.123,1.82,0.002,1.822,8.268,-0.056,0.019,1.546,0.275,1.546,0.273,6.864,79.201,162.628
2018-04-22T12:00:00,2458231,100.682614,-21.971,-18.409,0.049,3.562,1.926,0.003,1.93,8.479,0.026,0.023,1.534,0.395,1.534,0.392,6.856,85.07,168.431
2018-04-23T12:00:00,2458232,101.229442,-23.547,-19.499,0.082,4.048,1.983,0.003,1.986,8.676,0.07,0.012,1.515,0.471,1.515,0.468,6.859,91.129,175.371
2018-04-24T12:00:00,2458233,101.3823205,-24.478,-20.191,0.043,4.287,1.994,0.002,1.996,8.695,0.041,0.003,1.512,0.484,1.512,0.483,6.837,91.889,173.79
2018-04-25T12:00:00,2458234,101.275547,-24.264,-19.998,0.002,4.266,1.942,0.001,1.944,8.627,0.004,-0.002,1.483,0.461,1.483,0.459,6.839,90.537,170.854
2018-04-26T12:00:00,2458235,100.572532,-22.41,-18.774,-0.038,3.636,1.894,0.001,1.895,8.485,-0.033,-0.004,1.498,0.397,1.498,0.396,6.848,85.859,164.418
2018-04-27T12:00:00,2458236,100.119236,-19.66,-16.526,-0.019,3.134,1.807,0,1.807,8.26,-0.019,0,1.492,0.316,1.492,0.315,6.831,79.746,155.876
2018-04-28T12:00:00,2458237,99.909009,-20.475,-17.679,0.039,2.796,1.734,0,1.734,8.084,0.039,0,1.519,0.215,1.519,0.215,6.829,74.223,150.597
2018-04-29T12:00:00,2458238,100.0358405,-20.203,-17.372,0.083,2.831,1.696,0,1.696,7.988,0.083,0,1.561,0.134,1.561,0.134,6.862,68.932,130.709
2018-04-30T12:00:00,2458239,99.9122895,-21.104,-18.28,0.027,2.825,1.607,0,1.607,7.864,0.027,0,1.554,0.053,1.554,0.053,6.839,65.981,111.028
2018-05-01T12:00:00,2458240,99.9132135,-20.689,-17.753,-0.024,2.935,1.58,0,1.58,7.808,-0.024,0,1.544,0.037,1.544,0.037,6.792,65.998,118.72
2018-05-02T12:00:00,2458241,99.8905855,-19.722,-16.825,-0.017,2.897,1.574,0,1.574,7.814,-0.017,0,1.55,0.024,1.55,0.024,6.798,66.13,123.928
2018-05-03T12:00:00,2458242,99.8838745,-18.933,-16.03,-0.023,2.903,1.613,0,1.613,7.835,-0.023,0,1.59,0.023,1.59,0.023,6.791,66.356,105.576
2018-05-04T12:00:00,2458243,99.8954535,-18.607,-15.658,-0.039,2.949,1.624,0,1.624,7.874,-0.039,0,1.595,0.029,1.595,0.029,6.817,66.991,158.393
2018-05-05T12:00:00,2458244,99.999507,-20.116,-17.106,-0.018,3.01,1.649,0,1.649,7.904,-0.019,0.001,1.592,0.057,1.592,0.056,6.809,68.332,163.688
2018-05-06T12:00:00,2458245,99.883028,-18.843,-15.944,-0.022,2.9,1.621,0,1.621,7.91,-0.022,0,1.544,0.077,1.544,0.077,6.82,69.277,153.175
2018-05-07T12:00:00,2458246,100.0748875,-18.797,-15.707,-0.02,3.091,1.653,0.001,1.654,7.951,-0.022,0.003,1.51,0.144,1.51,0.143,6.805,70.917,140.784
2018-05-08T12:00:00,2458247,100.2263285,-20.573,-17.33,-0.019,3.243,1.693,0,1.693,8.053,-0.019,0,1.521,0.172,1.521,0.172,6.84,72.816,144.884
2018-05-09T12:00:00,2458248,100.094132,-19.557,-16.301,-0.088,3.256,1.755,0,1.755,8.155,-0.088,0.001,1.528,0.226,1.528,0.226,6.891,73.753,138.066
2018-05-10T12:00:00,2458249,100.1432405,-22.113,-18.884,-0.052,3.229,1.816,0.001,1.816,8.237,-0.059,0.007,1.539,0.277,1.539,0.277,6.873,76.448,144.026
2018-05-11T12:00:00,2458250,100.479722,-22.628,-19.171,0.002,3.456,1.869,0.001,1.87,8.269,-0.001,0.004,1.539,0.331,1.539,0.33,6.846,77.029,134.344
2018-05-12T12:00:00,2458251,100.7399625,-22.191,-18.529,0.03,3.661,1.879,0,1.88,8.323,0.029,0.001,1.569,0.311,1.569,0.31,6.844,79.148,145.976
2018-05-13T12:00:00,2458252,100.6582485,-22.883,-19.318,0.036,3.565,1.833,0,1.833,8.288,0.036,0,1.517,0.315,1.517,0.315,6.853,78.488,143.237
2018-05-14T12:00:00,2458253,100.56213,-23.95,-20.47,0.03,3.48,1.809,0,1.809,8.246,0.03,0,1.553,0.256,1.553,0.256,6.881,75.957,137.557
2018-05-15T12:00:00,2458254,100.185319,-21.701,-18.581,0.019,3.12,1.723,0,1.723,8.153,0.019,0,1.488,0.235,1.488,0.235,6.905,73.393,132.631
2018-05-16T12:00:00,2458255,99.9575455,-20.097,-17.196,0.013,2.901,1.668,0,1.668,7.993,0.013,0,1.526,0.142,1.526,0.142,6.853,69.817,134.884
2018-05-17T12:00:00,2458256,99.840492,-21.507,-18.723,0.012,2.784,1.655,0,1.655,7.934,0.012,0,1.566,0.089,1.566,0.089,6.848,67.954,129.964
2018-05-18T12:00:00,2458257,99.875393,-21.961,-19.164,0.023,2.796,1.64,0,1.64,7.901,0.023,0,1.569,0.071,1.569,0.071,6.836,67.241,123.584
2018-05-19T12:00:00,2458258,100.0277415,-19.822,-16.841,0.009,2.981,1.619,0,1.619,7.904,0.009,0,1.544,0.075,1.544,0.075,6.827,68.203,124.656
2018-05-20T12:00:00,2458259,100.279972,-20.285,-17.043,0.007,3.242,1.66,0,1.66,7.924,0.007,0,1.575,0.085,1.575,0.085,6.811,68.395,121.859
2018-05-21T12:00:00,2458260,100.181994,-20.707,-17.569,0.009,3.138,1.668,0,1.668,7.972,0.009,0,1.54,0.128,1.54,0.128,6.82,70.27,117.142
2018-05-22T12:00:00,2458261,100.0856645,-23.815,-20.727,-0.013,3.087,1.74,0,1.74,8.083,-0.014,0.001,1.576,0.163,1.576,0.163,6.876,70.646,121.017
2018-05-23T12:00:00,2458262,100.150057,-22.225,-19.019,-0.038,3.206,1.79,0.002,1.792,8.232,-0.031,-0.008,1.578,0.214,1.578,0.212,6.883,76.315,156.317
2018-05-24T12:00:00,2458263,99.9739175,-22.303,-19.272,-0.04,3.031,1.814,0.001,1.815,8.256,-0.034,-0.005,1.537,0.278,1.537,0.278,6.855,78.304,153.533
2018-05-25T12:00:00,2458264,99.924884,-22.349,-19.322,-0.061,3.026,1.911,0.001,1.911,8.35,-0.056,-0.005,1.562,0.35,1.562,0.349,6.873,79.595,148.931
2018-05-26T12:00:00,2458265,99.968278,-20.67,-17.726,-0.002,2.944,1.928,0,1.929,8.366,-0.003,0.001,1.526,0.403,1.526,0.402,6.857,80.58,143.394
2018-05-27T12:00:00,2458266,100.670055,-21.687,-18.032,0,3.654,1.977,0,1.977,8.446,-0.002,0.002,1.529,0.448,1.529,0.447,6.834,82.368,146.068
2018-05-28T12:00:00,2458267,101.3430955,-21.181,-16.966,0.058,4.215,2.066,0.002,2.068,8.669,0.047,0.011,1.516,0.552,1.516,0.55,6.832,88.478,155.337
2018-05-29T12:00:00,2458268,101.40844,-24.436,-20.116,0.04,4.32,2.131,0.002,2.133,8.873,0.036,0.004,1.55,0.583,1.55,0.581,6.858,93.051,164.28
2018-05-30T12:00:00,2458269,101.434848,-26.146,-21.72,0.003,4.426,2.126,0.001,2.126,8.82,0.003,0,1.552,0.574,1.552,0.573,6.832,91.874,161.26
2018-05-31T12:00:00,2458270,100.8592555,-23.935,-20.019,-0.032,3.915,2.102,0.001,2.103,8.859,-0.029,-0.003,1.552,0.551,1.552,0.55,6.853,94.128,173.967
2018-06-01T12:00:00,2458271,100.564686,-22.153,-18.587,-0.009,3.566,2.056,0.001,2.057,8.719,-0.002,-0.007,1.57,0.487,1.57,0.486,6.881,89.61,171.861
2018-06-02T12:00:00,2458272,100.043942,-21.688,-18.868,0.092,2.82,1.923,0,1.923,8.496,0.093,-0.001,1.541,0.382,1.541,0.382,6.986,80.655,153.239
2018-06-03T12:00:00,2458273,100.02039,-21.385,-18.713,0.15,2.672,1.793,0,1.793,8.246,0.15,0,1.574,0.22,1.574,0.22,6.983,73.427,140.76
2018-06-04T12:00:00,2458274,99.961126,-23.561,-20.759,0.061,2.802,1.661,0,1.661,8.073,0.061,0,1.569,0.093,1.569,0.093,7,67.43,131.534
2018-06-05T12:00:00,2458275,99.891765,-23.414,-20.488,-0.03,2.926,1.681,0,1.681,8.069,-0.03,0,1.617,0.064,1.617,0.064,6.982,66.872,126.42
2018-06-05T12:00:00,2458275,99.891765,-23.414,-20.488,-0.03,2.926,1.681,0,1.681,8.069,-0.03,0,1.617,0.064,1.617,0.064,6.982,66.872,126.42
2018-06-06T12:00:00,2458276,100.093283,-20.592,-17.479,-0.022,3.114,1.684,0,1.684,8.114,-0.022,0,1.581,0.102,1.581,0.102,6.976,69.395,125.005
